sale_id,date,product_id,customer_id,quantity,unit_price,total_amount
S02165,2023-12-30,P002,C012,9,29.7,267.3
S02166,2023-12-30,P009,C017,7,13.47,94.29
S02167,2023-12-30,P010,C016,7,9.44,66.08
S02168,2023-12-30,P012,C016,7,206.47,1445.29
S02169,2023-12-30,P003,C017,3,49.91,149.73
S02170,2023-12-30,P008,C005,9,41.44,372.96
S02171,2023-12-30,P002,C007,8,29.91,239.28
S02172,2023-12-30,P012,C006,9,197.38,1776.42
S02173,2023-12-30,P002,C020,7,28.82,201.74
S02174,2023-12-30,P006,C019,5,238.5,1192.5
S02175,2023-12-31,P002,C012,5,31.46,157.3
S02176,2023-12-31,P005,C010,8,333.47,2667.76
S02177,2023-12-31,P003,C005,10,49.6,496.0
S02178,2023-12-31,P015,C010,5,5.82,29.1
S02179,2023-12-31,P014,C016,1,173.19,173.19
S02180,2023-12-31,P006,C003,1,247.93,247.93
S02181,2023-12-31,P010,C010,10,8.95,89.5
S02182,2023-12-31,P006,C013,8,258.35,2066.8
S02183,2024-01-01,P003,C005,9,50.67,456.03
S02184,2024-01-01,P013,C015,8,144.73,1157.84
S02185,2024-01-01,P012,C011,2,205.99,411.98
S02186,2024-01-01,P011,C020,7,79.09,553.63
S02187,2024-01-01,P015,C013,6,6.01,36.06
S02188,2024-01-01,P011,C015,5,81.16,405.8
S02189,2024-01-01,P014,C006,1,181.29,181.29
S02190,2024-01-02,P005,C018,2,355.03,710.06
S02191,2024-01-02,P002,C007,10,30.12,301.2
S02192,2024-01-02,P013,C002,10,150.32,1503.2
S02193,2024-01-02,P013,C016,9,155.94,1403.46
S02194,2024-01-02,P002,C018,3,31.38,94.14
S02195,2024-01-02,P005,C007,4,361.53,1446.12
S02196,2024-01-02,P014,C019,8,172.51,1380.08
S02197,2024-01-02,P009,C020,6,12.86,77.16
S02198,2024-01-03,P008,C001,6,39.74,238.44
S02199,2024-01-03,P007,C001,9,490.86,4417.74
S02200,2024-01-03,P005,C003,2,366.78,733.56
S02201,2024-01-04,P003,C010,3,48.4,145.2
S02202,2024-01-04,P013,C003,3,147.09,441.27
S02203,2024-01-04,P007,C006,1,505.71,505.71
S02204,2024-01-04,P006,C006,1,255.32,255.32
S02205,2024-01-04,P005,C013,2,343.69,687.38
S02206,2024-01-04,P007,C011,5,493.77,2468.85
S02207,2024-01-04,P014,C004,1,174.64,174.64
S02208,2024-01-05,P010,C008,8,9.0,72.0
S02209,2024-01-05,P009,C013,2,12.69,25.38
S02210,2024-01-05,P006,C015,9,247.67,2229.03
S02211,2024-01-05,P008,C001,7,40.52,283.64
S02212,2024-01-05,P015,C001,5,6.02,30.1
S02213,2024-01-05,P010,C004,4,9.23,36.92
S02214,2024-01-05,P011,C005,5,80.54,402.7
S02215,2024-01-06,P002,C017,4,30.84,123.36
S02216,2024-01-06,P003,C012,9,52.42,471.78
S02217,2024-01-06,P013,C008,9,156.78,1411.02
S02218,2024-01-06,P015,C018,8,5.72,45.76
S02219,2024-01-06,P014,C015,10,176.2,1762.0
S02220,2024-01-06,P003,C001,1,52.16,52.16
S02221,2024-01-07,P005,C020,5,361.87,1809.35
S02222,2024-01-07,P007,C012,4,504.25,2017.0
S02223,2024-01-07,P009,C010,1,12.55,12.55
S02224,2024-01-07,P009,C019,2,12.73,25.46
S02225,2024-01-07,P007,C004,3,511.24,1533.72
S02226,2024-01-07,P005,C014,4,353.86,1415.44
S02227,2024-01-08,P015,C011,5,6.28,31.4
S02228,2024-01-08,P012,C015,5,194.91,974.55
S02229,2024-01-08,P006,C011,4,248.99,995.96
S02230,2024-01-08,P010,C011,1,9.36,9.36
S02231,2024-01-08,P003,C001,10,49.87,498.7
S02232,2024-01-09,P011,C006,7,80.44,563.08
S02233,2024-01-09,P012,C016,7,200.75,1405.25
S02234,2024-01-09,P013,C003,9,142.95,1286.55
S02235,2024-01-10,P008,C004,6,41.88,251.28
S02236,2024-01-10,P007,C020,6,494.33,2965.98
S02237,2024-01-10,P014,C001,2,179.32,358.64
S02238,2024-01-10,P015,C007,8,5.7,45.6
S02239,2024-01-10,P012,C001,5,203.6,1018.0
S02240,2024-01-10,P012,C012,4,191.79,767.16
S02241,2024-01-10,P010,C010,4,8.75,35.0
S02242,2024-01-10,P008,C012,1,39.11,39.11
S02243,2024-01-11,P012,C020,4,190.13,760.52
S02244,2024-01-11,P014,C013,2,186.65,373.3
S02245,2024-01-11,P010,C017,8,8.69,69.52
S02246,2024-01-11,P004,C019,10,90.58,905.8
S02247,2024-01-11,P002,C019,3,30.73,92.19
S02248,2024-01-11,P003,C009,10,51.77,517.7
S02249,2024-01-11,P015,C017,5,5.81,29.05
S02250,2024-01-11,P011,C001,9,80.91,728.19
S02251,2024-01-12,P009,C015,1,13.56,13.56
S02252,2024-01-12,P011,C002,6,79.45,476.7
S02253,2024-01-12,P007,C009,2,509.0,1018.0
S02254,2024-01-12,P008,C016,6,40.06,240.36
S02255,2024-01-12,P001,C008,1,1271.12,1271.12
S02256,2024-01-12,P007,C018,8,490.8,3926.4
S02257,2024-01-12,P007,C007,6,479.08,2874.48
S02258,2024-01-12,P010,C001,4,9.42,37.68
S02259,2024-01-13,P002,C008,4,28.98,115.92
S02260,2024-01-13,P005,C003,2,333.47,666.94
S02261,2024-01-13,P007,C001,10,514.85,5148.5
S02262,2024-01-13,P015,C011,5,5.84,29.2
S02263,2024-01-13,P008,C008,6,41.32,247.92
S02264,2024-01-13,P014,C011,9,185.28,1667.52
S02265,2024-01-14,P013,C020,10,149.07,1490.7
S02266,2024-01-14,P002,C015,10,28.86,288.6
S02267,2024-01-14,P001,C002,7,1275.72,8930.04
S02268,2024-01-15,P002,C005,1,31.25,31.25
S02269,2024-01-15,P008,C002,5,40.43,202.15
S02270,2024-01-15,P007,C003,2,508.87,1017.74
S02271,2024-01-15,P009,C002,5,13.44,67.2
S02272,2024-01-15,P007,C004,10,512.59,5125.9
S02273,2024-01-15,P004,C020,10,85.59,855.9
S02274,2024-01-15,P007,C015,7,518.99,3632.93
S02275,2024-01-15,P010,C004,6,9.13,54.78
S02276,2024-01-16,P013,C001,8,150.25,1202.0
S02277,2024-01-16,P010,C007,2,8.63,17.26
S02278,2024-01-16,P010,C003,10,9.25,92.5
S02279,2024-01-16,P004,C019,3,91.23,273.69
S02280,2024-01-16,P005,C012,7,349.34,2445.38
S02281,2024-01-16,P010,C015,3,8.76,26.28
S02282,2024-01-16,P013,C002,1,144.41,144.41
S02283,2024-01-16,P010,C014,9,9.4,84.6
S02284,2024-01-17,P005,C019,9,359.63,3236.67
S02285,2024-01-17,P003,C016,5,50.51,252.55
S02286,2024-01-17,P005,C012,1,350.61,350.61
S02287,2024-01-17,P011,C005,1,77.89,77.89
S02288,2024-01-17,P014,C018,1,178.59,178.59
S02289,2024-01-18,P004,C007,2,88.56,177.12
S02290,2024-01-18,P011,C016,8,80.79,646.32
S02291,2024-01-18,P006,C019,10,261.57,2615.7
S02292,2024-01-18,P010,C010,7,8.84,61.88
S02293,2024-01-19,P008,C002,8,38.87,310.96
S02294,2024-01-19,P001,C008,4,1295.64,5182.56
S02295,2024-01-19,P004,C008,8,92.1,736.8
S02296,2024-01-20,P013,C013,4,148.49,593.96
S02297,2024-01-20,P014,C001,6,171.17,1027.02
S02298,2024-01-20,P006,C001,9,240.37,2163.33
S02299,2024-01-20,P005,C015,4,354.59,1418.36
S02300,2024-01-20,P015,C012,1,6.27,6.27
S02301,2024-01-21,P004,C010,3,87.46,262.38
S02302,2024-01-21,P005,C006,6,362.15,2172.9
S02303,2024-01-21,P004,C006,4,85.68,342.72
S02304,2024-01-21,P014,C009,2,171.37,342.74
S02305,2024-01-22,P003,C013,2,49.18,98.36
S02306,2024-01-22,P004,C010,8,87.65,701.2
S02307,2024-01-22,P013,C012,3,156.61,469.83
S02308,2024-01-22,P013,C020,7,155.67,1089.69
S02309,2024-01-22,P002,C004,3,31.14,93.42
S02310,2024-01-22,P003,C007,4,50.15,200.6
S02311,2024-01-22,P012,C012,6,201.98,1211.88
S02312,2024-01-22,P011,C008,1,82.09,82.09
S02313,2024-01-23,P004,C018,5,92.6,463.0
S02314,2024-01-23,P006,C008,1,253.23,253.23
S02315,2024-01-23,P005,C005,9,366.38,3297.42
S02316,2024-01-23,P015,C016,4,6.13,24.52
S02317,2024-01-23,P013,C016,10,143.46,1434.6
S02318,2024-01-23,P009,C013,9,12.83,115.47
S02319,2024-01-23,P009,C015,3,12.76,38.28
S02320,2024-01-24,P009,C016,8,12.96,103.68
S02321,2024-01-24,P010,C013,10,9.12,91.2
S02322,2024-01-24,P004,C008,4,89.56,358.24
S02323,2024-01-24,P004,C013,4,88.24,352.96
S02324,2024-01-24,P015,C013,10,5.78,57.8
S02325,2024-01-25,P005,C018,2,337.19,674.38
S02326,2024-01-25,P002,C010,8,30.05,240.4
S02327,2024-01-25,P004,C019,1,89.68,89.68
S02328,2024-01-25,P010,C011,7,8.95,62.65
S02329,2024-01-25,P007,C014,6,515.21,3091.26
S02330,2024-01-26,P005,C013,1,338.78,338.78
S02331,2024-01-26,P004,C009,2,88.72,177.44
S02332,2024-01-26,P002,C010,9,30.03,270.27
S02333,2024-01-26,P011,C003,5,83.4,417.0
S02334,2024-01-26,P002,C004,2,29.57,59.14
S02335,2024-01-27,P004,C011,4,91.57,366.28
S02336,2024-01-27,P005,C010,5,339.16,1695.8
S02337,2024-01-27,P010,C005,9,9.36,84.24
S02338,2024-01-27,P001,C010,5,1341.89,6709.45
S02339,2024-01-27,P013,C013,7,154.82,1083.74
S02340,2024-01-27,P013,C001,8,152.3,1218.4
S02341,2024-01-27,P013,C005,7,145.9,1021.3
S02342,2024-01-28,P012,C007,8,194.66,1557.28
S02343,2024-01-28,P010,C018,8,9.19,73.52
S02344,2024-01-28,P008,C011,2,39.24,78.48
S02345,2024-01-28,P004,C014,7,87.38,611.66
S02346,2024-01-28,P008,C018,1,39.49,39.49
S02347,2024-01-28,P010,C005,5,9.39,46.95
S02348,2024-01-28,P001,C016,6,1279.17,7675.02
S02349,2024-01-28,P007,C014,7,513.13,3591.91
S02350,2024-01-29,P009,C010,6,13.1,78.6
S02351,2024-01-29,P010,C002,3,8.68,26.04
S02352,2024-01-29,P006,C019,10,260.33,2603.3
S02353,2024-01-29,P010,C013,7,8.72,61.04
S02354,2024-01-29,P007,C003,9,494.31,4448.79
S02355,2024-01-29,P008,C004,6,40.27,241.62
S02356,2024-01-29,P008,C010,2,38.68,77.36
S02357,2024-01-29,P011,C018,3,76.25,228.75
S02358,2024-01-30,P010,C016,1,8.71,8.71
S02359,2024-01-30,P002,C013,5,29.11,145.55
S02360,2024-01-30,P005,C017,2,348.4,696.8
S02361,2024-01-30,P006,C017,1,241.79,241.79
S02362,2024-01-30,P014,C014,7,173.82,1216.74
S02363,2024-01-30,P002,C005,9,29.75,267.75
S02364,2024-01-30,P012,C003,7,209.09,1463.63
S02365,2024-01-30,P014,C007,3,186.66,559.98
S02366,2024-01-31,P007,C016,3,505.18,1515.54
S02367,2024-01-31,P005,C019,4,350.08,1400.32
S02368,2024-01-31,P011,C015,5,77.6,388.0
S02369,2024-01-31,P003,C015,2,51.61,103.22
S02370,2024-01-31,P010,C008,9,8.84,79.56
S02371,2024-02-01,P015,C016,8,5.97,47.76
S02372,2024-02-01,P001,C003,5,1319.01,6595.05
S02373,2024-02-01,P015,C015,6,6.11,36.66
S02374,2024-02-01,P012,C010,7,202.25,1415.75
S02375,2024-02-01,P013,C006,7,146.23,1023.61
S02376,2024-02-01,P015,C020,7,5.96,41.72
S02377,2024-02-01,P015,C006,10,5.75,57.5
S02378,2024-02-02,P001,C008,3,1270.58,3811.74
S02379,2024-02-02,P011,C018,5,81.32,406.6
S02380,2024-02-02,P002,C007,8,29.72,237.76
S02381,2024-02-02,P013,C018,2,157.42,314.84
S02382,2024-02-02,P002,C004,9,30.79,277.11
S02383,2024-02-02,P006,C014,8,241.61,1932.88
S02384,2024-02-02,P004,C017,1,89.65,89.65
S02385,2024-02-02,P002,C015,7,29.52,206.64
S02386,2024-02-03,P014,C007,7,171.67,1201.69
S02387,2024-02-03,P005,C004,3,343.94,1031.82
S02388,2024-02-03,P012,C015,8,199.22,1593.76
S02389,2024-02-03,P002,C018,4,30.63,122.52
S02390,2024-02-03,P008,C005,8,41.27,330.16
S02391,2024-02-03,P014,C006,3,186.08,558.24
S02392,2024-02-04,P002,C006,5,28.86,144.3
S02393,2024-02-04,P012,C013,3,191.54,574.62
S02394,2024-02-04,P013,C001,5,144.79,723.95
S02395,2024-02-04,P006,C006,4,255.35,1021.4
S02396,2024-02-04,P015,C018,4,5.96,23.84
S02397,2024-02-04,P001,C017,2,1285.77,2571.54
S02398,2024-02-04,P005,C015,1,353.43,353.43
S02399,2024-02-05,P013,C013,4,156.42,625.68
S02400,2024-02-05,P006,C008,4,239.78,959.12
S02401,2024-02-05,P007,C001,1,491.85,491.85
S02402,2024-02-06,P011,C003,4,83.66,334.64
S02403,2024-02-06,P002,C006,3,28.62,85.86
S02404,2024-02-06,P009,C004,6,12.76,76.56
S02405,2024-02-06,P011,C007,10,77.65,776.5
S02406,2024-02-07,P007,C014,2,486.61,973.22
S02407,2024-02-07,P002,C012,6,29.01,174.06
S02408,2024-02-07,P007,C011,1,494.45,494.45
S02409,2024-02-07,P008,C008,2,40.62,81.24
S02410,2024-02-07,P005,C020,6,334.03,2004.18
S02411,2024-02-07,P015,C007,7,5.87,41.09
S02412,2024-02-07,P010,C016,2,9.18,18.36
S02413,2024-02-08,P003,C009,2,50.49,100.98
S02414,2024-02-08,P011,C013,3,78.65,235.95
S02415,2024-02-08,P011,C011,8,76.53,612.24
S02416,2024-02-08,P001,C020,10,1293.35,12933.5
S02417,2024-02-08,P009,C008,9,13.1,117.9
S02418,2024-02-08,P001,C008,1,1315.12,1315.12
S02419,2024-02-08,P015,C004,5,5.83,29.15
S02420,2024-02-09,P013,C008,10,143.68,1436.8
S02421,2024-02-09,P003,C012,8,48.97,391.76
S02422,2024-02-09,P003,C013,4,50.7,202.8
S02423,2024-02-09,P004,C020,8,92.14,737.12
S02424,2024-02-09,P006,C005,5,245.43,1227.15
S02425,2024-02-09,P013,C002,9,154.37,1389.33
S02426,2024-02-10,P011,C010,1,77.82,77.82
S02427,2024-02-10,P012,C011,6,194.84,1169.04
S02428,2024-02-10,P009,C002,4,13.38,53.52
S02429,2024-02-10,P012,C008,10,207.44,2074.4
S02430,2024-02-10,P009,C011,3,12.92,38.76
S02431,2024-02-10,P001,C003,8,1244.09,9952.72
S02432,2024-02-11,P001,C005,4,1251.31,5005.24
S02433,2024-02-11,P003,C019,9,51.65,464.85
S02434,2024-02-11,P015,C007,4,5.99,23.96
S02435,2024-02-11,P007,C015,5,483.2,2416.0
S02436,2024-02-12,P004,C014,3,90.94,272.82
S02437,2024-02-12,P005,C010,10,348.18,3481.8
S02438,2024-02-12,P011,C007,5,82.89,414.45
S02439,2024-02-12,P008,C003,6,39.58,237.48
S02440,2024-02-13,P008,C015,7,40.01,280.07
S02441,2024-02-13,P012,C014,3,206.38,619.14
S02442,2024-02-13,P013,C016,1,153.92,153.92
S02443,2024-02-13,P007,C003,5,504.75,2523.75
S02444,2024-02-14,P009,C006,5,12.83,64.15
S02445,2024-02-14,P005,C015,5,345.62,1728.1
S02446,2024-02-14,P010,C016,2,8.84,17.68
S02447,2024-02-14,P012,C016,4,193.08,772.32
S02448,2024-02-15,P001,C001,9,1329.94,11969.46
S02449,2024-02-15,P006,C016,7,260.63,1824.41
S02450,2024-02-15,P007,C012,7,499.47,3496.29
S02451,2024-02-15,P011,C019,2,79.26,158.52
S02452,2024-02-16,P015,C004,7,6.25,43.75
S02453,2024-02-16,P003,C007,7,52.28,365.96
S02454,2024-02-16,P013,C012,9,153.13,1378.17
S02455,2024-02-17,P012,C012,1,203.01,203.01
S02456,2024-02-17,P015,C014,4,5.84,23.36
S02457,2024-02-17,P001,C012,1,1325.66,1325.66
S02458,2024-02-17,P011,C005,5,80.83,404.15
S02459,2024-02-17,P011,C005,5,77.97,389.85
S02460,2024-02-17,P010,C006,1,8.65,8.65
S02461,2024-02-17,P002,C013,7,30.61,214.27
S02462,2024-02-17,P015,C003,9,6.24,56.16
S02463,2024-02-18,P003,C014,5,50.95,254.75
S02464,2024-02-18,P009,C018,7,13.1,91.7
S02465,2024-02-18,P012,C014,2,192.18,384.36
S02466,2024-02-18,P010,C012,3,8.78,26.34
S02467,2024-02-18,P004,C013,5,85.55,427.75
S02468,2024-02-18,P003,C016,1,47.97,47.97
S02469,2024-02-19,P007,C017,7,507.72,3554.04
S02470,2024-02-19,P012,C014,3,193.52,580.56
S02471,2024-02-19,P003,C005,4,49.92,199.68
S02472,2024-02-19,P009,C004,8,13.08,104.64
S02473,2024-02-19,P004,C006,4,86.02,344.08
S02474,2024-02-19,P003,C007,5,52.4,262.0
S02475,2024-02-19,P014,C014,8,182.27,1458.16
S02476,2024-02-19,P010,C004,3,8.61,25.83
S02477,2024-02-20,P007,C004,5,478.2,2391.0
S02478,2024-02-20,P001,C019,4,1297.12,5188.48
S02479,2024-02-20,P011,C004,1,76.48,76.48
S02480,2024-02-21,P011,C019,1,76.77,76.77
S02481,2024-02-21,P009,C001,7,13.12,91.84
S02482,2024-02-21,P013,C009,8,149.59,1196.72
S02483,2024-02-22,P010,C014,6,8.87,53.22
S02484,2024-02-22,P015,C011,6,6.18,37.08
S02485,2024-02-22,P006,C013,7,252.76,1769.32
S02486,2024-02-22,P006,C011,2,237.57,475.14
S02487,2024-02-22,P014,C013,3,171.45,514.35
S02488,2024-02-23,P014,C017,5,188.11,940.55
S02489,2024-02-23,P013,C008,6,149.27,895.62
S02490,2024-02-23,P011,C016,9,79.3,713.7
S02491,2024-02-24,P001,C011,1,1317.38,1317.38
S02492,2024-02-24,P014,C002,6,183.19,1099.14
S02493,2024-02-24,P004,C020,8,89.09,712.72
S02494,2024-02-24,P010,C003,6,8.93,53.58
S02495,2024-02-25,P011,C004,7,78.34,548.38
S02496,2024-02-25,P004,C005,9,93.38,840.42
S02497,2024-02-25,P013,C017,1,144.41,144.41
S02498,2024-02-25,P013,C003,5,154.97,774.85
S02499,2024-02-25,P009,C015,3,13.5,40.5
S02500,2024-02-25,P002,C016,9,29.21,262.89
S02501,2024-02-26,P003,C003,2,49.66,99.32
S02502,2024-02-26,P012,C001,3,208.57,625.71
S02503,2024-02-26,P006,C013,5,243.0,1215.0
S02504,2024-02-26,P005,C016,2,355.78,711.56
S02505,2024-02-27,P011,C016,2,82.35,164.7
S02506,2024-02-27,P006,C008,10,256.65,2566.5
S02507,2024-02-27,P010,C003,6,8.88,53.28
S02508,2024-02-27,P012,C013,9,209.31,1883.79
S02509,2024-02-27,P007,C008,4,487.94,1951.76
S02510,2024-02-27,P005,C003,2,335.61,671.22
S02511,2024-02-27,P012,C019,4,204.88,819.52
S02512,2024-02-28,P010,C012,3,9.31,27.93
S02513,2024-02-28,P007,C019,1,490.53,490.53
S02514,2024-02-28,P010,C018,4,9.3,37.2
S02515,2024-02-29,P006,C012,3,250.48,751.44
S02516,2024-02-29,P010,C019,4,8.64,34.56
S02517,2024-02-29,P001,C018,8,1276.06,10208.48
S02518,2024-02-29,P014,C010,4,179.99,719.96
S02519,2024-02-29,P008,C005,10,39.12,391.2
S02520,2024-02-29,P012,C002,10,196.39,1963.9
S02521,2024-03-01,P012,C004,5,209.93,1049.65
S02522,2024-03-01,P012,C019,8,202.61,1620.88
S02523,2024-03-01,P004,C016,5,91.83,459.15
S02524,2024-03-01,P007,C002,6,482.63,2895.78
S02525,2024-03-01,P012,C007,4,204.0,816.0
S02526,2024-03-01,P001,C006,8,1329.55,10636.4
S02527,2024-03-01,P005,C006,1,351.67,351.67
S02528,2024-03-02,P007,C016,6,512.88,3077.28
S02529,2024-03-02,P007,C003,9,511.33,4601.97
S02530,2024-03-02,P005,C007,9,346.27,3116.43
S02531,2024-03-02,P003,C011,10,51.82,518.2
S02532,2024-03-02,P001,C010,8,1320.09,10560.72
S02533,2024-03-03,P003,C015,8,48.95,391.6
S02534,2024-03-03,P003,C007,4,51.51,206.04
S02535,2024-03-03,P004,C001,6,92.02,552.12
S02536,2024-03-03,P010,C004,3,8.88,26.64
S02537,2024-03-03,P007,C006,1,479.79,479.79
S02538,2024-03-03,P008,C006,1,38.46,38.46
S02539,2024-03-03,P009,C011,10,12.9,129.0
S02540,2024-03-04,P011,C013,4,76.26,305.04
S02541,2024-03-04,P004,C013,8,88.21,705.68
S02542,2024-03-04,P010,C006,7,9.24,64.68
S02543,2024-03-04,P013,C003,8,155.46,1243.68
S02544,2024-03-05,P007,C009,8,493.36,3946.88
S02545,2024-03-05,P002,C004,2,28.86,57.72
S02546,2024-03-05,P011,C017,4,76.17,304.68
S02547,2024-03-05,P010,C019,8,8.79,70.32
S02548,2024-03-05,P012,C004,10,193.61,1936.1
S02549,2024-03-05,P008,C014,5,40.28,201.4
S02550,2024-03-05,P002,C011,2,30.63,61.26
S02551,2024-03-05,P014,C018,3,178.29,534.87
S02552,2024-03-06,P001,C013,9,1341.26,12071.34
S02553,2024-03-06,P013,C017,8,143.45,1147.6
S02554,2024-03-06,P014,C019,9,183.84,1654.56
S02555,2024-03-06,P013,C004,4,156.97,627.88
S02556,2024-03-06,P015,C004,3,6.21,18.63
S02557,2024-03-06,P012,C006,1,201.08,201.08
S02558,2024-03-06,P013,C011,2,143.08,286.16
S02559,2024-03-06,P010,C007,3,8.62,25.86
S02560,2024-03-07,P014,C002,2,188.63,377.26
S02561,2024-03-07,P009,C010,6,13.6,81.6
S02562,2024-03-07,P003,C014,1,48.73,48.73
S02563,2024-03-07,P001,C017,5,1320.68,6603.4
S02564,2024-03-07,P008,C005,10,39.95,399.5
S02565,2024-03-08,P009,C012,10,13.04,130.4
S02566,2024-03-08,P004,C004,1,87.62,87.62
S02567,2024-03-08,P004,C005,5,93.19,465.95
S02568,2024-03-08,P004,C005,10,90.46,904.6
S02569,2024-03-08,P010,C012,5,8.66,43.3
S02570,2024-03-09,P007,C003,9,487.74,4389.66
S02571,2024-03-09,P007,C006,7,497.79,3484.53
S02572,2024-03-09,P005,C014,3,351.25,1053.75
S02573,2024-03-09,P002,C009,4,30.63,122.52
S02574,2024-03-09,P010,C017,10,8.69,86.9
S02575,2024-03-09,P014,C005,6,188.85,1133.1
S02576,2024-03-09,P007,C013,1,523.19,523.19
S02577,2024-03-10,P002,C009,2,30.08,60.16
S02578,2024-03-10,P011,C018,7,76.52,535.64
S02579,2024-03-10,P011,C003,6,83.26,499.56
S02580,2024-03-10,P013,C009,3,155.52,466.56
S02581,2024-03-11,P005,C001,2,345.69,691.38
S02582,2024-03-11,P004,C013,2,92.53,185.06
S02583,2024-03-11,P002,C006,9,30.67,276.03
S02584,2024-03-11,P005,C019,8,335.83,2686.64
S02585,2024-03-12,P012,C019,5,201.02,1005.1
S02586,2024-03-12,P010,C004,1,8.69,8.69
S02587,2024-03-12,P013,C013,3,147.67,443.01
S02588,2024-03-12,P012,C018,9,201.88,1816.92
S02589,2024-03-12,P014,C013,8,181.65,1453.2
S02590,2024-03-13,P001,C017,3,1320.47,3961.41
S02591,2024-03-13,P003,C013,10,51.17,511.7
S02592,2024-03-13,P001,C012,4,1323.16,5292.64
S02593,2024-03-13,P007,C015,3,496.94,1490.82
S02594,2024-03-13,P006,C015,9,244.66,2201.94
S02595,2024-03-14,P009,C008,5,13.17,65.85
S02596,2024-03-14,P002,C010,7,30.8,215.6
S02597,2024-03-14,P014,C003,2,172.37,344.74
S02598,2024-03-14,P004,C003,3,90.67,272.01
S02599,2024-03-14,P002,C010,9,31.28,281.52
S02600,2024-03-14,P013,C001,7,152.65,1068.55
S02601,2024-03-15,P003,C016,8,50.07,400.56
S02602,2024-03-15,P011,C018,2,79.23,158.46
S02603,2024-03-15,P010,C007,1,9.18,9.18
S02604,2024-03-15,P012,C018,6,194.87,1169.22
S02605,2024-03-15,P012,C017,10,190.84,1908.4
S02606,2024-03-15,P008,C006,9,41.6,374.4
S02607,2024-03-15,P003,C003,6,51.69,310.14
S02608,2024-03-15,P009,C012,1,12.89,12.89
S02609,2024-03-16,P003,C012,2,49.18,98.36
S02610,2024-03-16,P011,C008,9,82.8,745.2
S02611,2024-03-16,P014,C004,5,176.38,881.9
S02612,2024-03-16,P005,C009,4,332.57,1330.28
S02613,2024-03-16,P011,C019,7,77.73,544.11
S02614,2024-03-16,P005,C017,1,365.23,365.23
S02615,2024-03-17,P014,C016,1,177.39,177.39
S02616,2024-03-17,P010,C015,6,8.81,52.86
S02617,2024-03-17,P002,C001,6,31.16,186.96
S02618,2024-03-17,P003,C013,6,47.53,285.18
S02619,2024-03-17,P007,C016,4,479.23,1916.92
S02620,2024-03-17,P009,C005,7,12.5,87.5
S02621,2024-03-17,P008,C001,3,41.07,123.21
S02622,2024-03-18,P004,C016,7,88.86,622.02
S02623,2024-03-18,P006,C014,3,250.9,752.7
S02624,2024-03-18,P005,C004,8,355.46,2843.68
S02625,2024-03-18,P008,C006,3,39.41,118.23
S02626,2024-03-18,P007,C001,6,519.17,3115.02
S02627,2024-03-19,P004,C004,4,88.05,352.2
S02628,2024-03-19,P003,C013,7,51.21,358.47
S02629,2024-03-19,P015,C002,3,6.09,18.27
S02630,2024-03-19,P008,C009,2,39.67,79.34
S02631,2024-03-19,P009,C016,3,12.76,38.28
S02632,2024-03-19,P013,C013,9,153.38,1380.42
S02633,2024-03-19,P012,C013,3,192.19,576.57
S02634,2024-03-19,P002,C001,3,28.96,86.88
S02635,2024-03-20,P001,C008,1,1323.17,1323.17
S02636,2024-03-20,P006,C014,10,255.93,2559.3
S02637,2024-03-20,P007,C016,5,489.1,2445.5
S02638,2024-03-20,P002,C014,4,30.34,121.36
S02639,2024-03-20,P012,C017,3,194.98,584.94
S02640,2024-03-20,P013,C004,5,157.4,787.0
S02641,2024-03-20,P004,C014,4,89.76,359.04
S02642,2024-03-21,P012,C017,10,193.61,1936.1
S02643,2024-03-21,P014,C019,3,175.12,525.36
S02644,2024-03-21,P003,C013,1,48.86,48.86
S02645,2024-03-22,P015,C005,7,5.7,39.9
S02646,2024-03-22,P004,C003,1,88.91,88.91
S02647,2024-03-22,P009,C010,4,12.63,50.52
S02648,2024-03-22,P007,C016,1,500.48,500.48
S02649,2024-03-23,P001,C010,2,1269.99,2539.98
S02650,2024-03-23,P005,C012,7,341.13,2387.91
S02651,2024-03-23,P015,C002,3,5.71,17.13
S02652,2024-03-23,P001,C011,4,1272.08,5088.32
S02653,2024-03-23,P005,C020,2,347.57,695.14
S02654,2024-03-23,P005,C016,6,344.19,2065.14
S02655,2024-03-23,P002,C004,1,30.54,30.54
S02656,2024-03-23,P013,C005,6,147.9,887.4
S02657,2024-03-24,P012,C019,9,202.08,1818.72
S02658,2024-03-24,P004,C009,4,90.75,363.0
S02659,2024-03-24,P002,C004,3,30.38,91.14
S02660,2024-03-24,P010,C004,1,9.07,9.07
S02661,2024-03-24,P015,C007,4,6.11,24.44
S02662,2024-03-25,P002,C018,10,29.52,295.2
S02663,2024-03-25,P012,C016,4,200.66,802.64
S02664,2024-03-25,P003,C002,3,48.45,145.35
S02665,2024-03-26,P012,C009,9,209.49,1885.41
S02666,2024-03-26,P015,C012,8,6.07,48.56
S02667,2024-03-26,P002,C014,2,29.94,59.88
S02668,2024-03-26,P009,C017,1,12.56,12.56
S02669,2024-03-26,P005,C005,5,334.08,1670.4
S02670,2024-03-26,P010,C002,4,9.21,36.84
S02671,2024-03-26,P007,C016,9,518.5,4666.5
S02672,2024-03-27,P003,C015,9,49.41,444.69
S02673,2024-03-27,P013,C013,7,151.6,1061.2
S02674,2024-03-27,P004,C006,1,86.93,86.93
